,age,gender,gender_other,sexual_orien,sexual_other,Marital_status,Ethnic_identity,Ethnic_identity_other,Born_country,Eng_primary,ReligiousAffliation,ReligiousAffliation_other,Highest_education,Highest_education_other,Household_income,WBDefinition,Group_top3,Happiness_Rank,LifeSatisfaction_Rank,PhysicalHealth_Rank,MentalHealth_Rank,MeaningPurpose_Rank,CharacterVirtue_Rank,SocialRelationships_Rank,Financial_Rank,Spirituality_Rank,Education_Rank,Employment_Rank,Recreation_Rank,SelfEsteem_Rank,Family_Rank,Safety_Rank,Other_YesNo,Other_top3,PracticedMindfulness,MindfulnessOpen,StressOpen,StudyExpectation,PSS,CatchQuestions,ERQ,MPoD,SRI,PositiveMood,NegativeMood,WellbeingRating,Reappraisal,DC_awareness,DC_nonreactivity,DC_disidentification,Mindful_skill,SWLS,Extraversion,Agreeableness,Conscientiousness,Neuroticism,OpennesstoExperience,FFMQ15,FFMQ_Observing,FFMQ_Describe,FFMQ_ActingwAwareness,FFMQ_NonJudging,FFMQ_Nonreactivity,Autonomy,Competence,Relatedness,Meaning_Presence,Meaning_Search,Synchronicity,PWB,RandomID,id,BaselineDate,Condition,Time
224,18,Female,NA,Straight,NA,Single/never been married,South Asian,NA,Sri Lanka,Yes,Buddhism,NA,High school,NA,"$20,000 to $34,999",Taking care of yourself physically and mentally. It's also being able to satisfy your needs and goals to put your mind at ease.,"Life Satisfaction,Financial and Material Stability,Mental Health",NA,1,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Being able to understand what you are doing and what you are feeling without it making you lose control of your wellbeing. Just acknowledging that you're feeling a certain way and that it will only help you overcome it.,An indication that I am doing something wrong and i can find the answer to my situation just by analyzing my thought in the stressful moment.,"I think this training will benifit me by allowing me to see how my school life is effecting me. Based on that, I can find away to change anything to help me do better.",30,3,18,77,15,12,20,3,33,29,35,13,7,13,8,6,8,4,5,59,11,13,11,11,13,10,8,11,17,23,9,41,7553,4993,9/30/2023,Domain,1
226,18,Female,NA,Straight,NA,Single/never been married,East Asian,NA,India,No,Buddhism,NA,High school,NA,Prefer not to answer,being able to be feel well both emotionally and physically ,"Happiness,Life Satisfaction,Employment",1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,No,NA,No,type of mediation where you focus on your surrounding and yourself and make yourself feel better. ,not being able to free your mind from unhappy event ,I wish to be Moree free from the stress and emotional wellbeing overall. I want to feel better about myself and build up my confident ,35,2,13,50,12,27,47,4,25,13,24,13,6,6,8,5,6,8,5,44,8,6,11,13,6,5,6,5,17,20,10,28,9568,3376,9/30/2023,Choice,1
228,17,Female,NA,Bisexual,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,"$20,000 to $34,999",Wellbeing is a scale used to rate or express mental health and wellness,"Family,Happiness,Life Satisfaction",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,NA,No,The term “mindfulness” refers to the awareness and consideration of one’s own emotions.,The term “stress” refers to an emotion response to irritating or upsetting circumstances.,I hope I am able to learn to be more mindful and to use wellness techniques.,49,3,34,56,32,43,32,6,66,26,13,17,3,12,5,8,7,9,8,39,12,10,7,6,4,12,15,15,29,30,23,40,3939,6127,9/30/2023,Choice,1
231,17,Female,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Iraq,Yes,Islam,NA,High school,NA,"$100,000 to $149,999",to me wellbeing is being in a calm state of mind and in peace with the world and life ,"Family,Happiness,Close Social Relationships",2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,No,NA,Yes,reflecting on yourself and being connected to your true self is what mindfulness means to me ,irritating and out of ones control as well as impossible to relax with it being on your mind all the time. ,mindfulness to me is connecting to yourself and it actually really helped me when i was in the mindfulness club in highschool,52,3,24,56,37,41,20,5,61,28,13,15,4,21,4,10,7,8,8,42,8,10,9,9,6,15,14,15,33,21,35,56,5265,6037,10/1/2023,Choice,1
236,18,Female,NA,Straight,NA,Single/never been married,Caribbean,NA,Guyana,Yes,Hinduism,NA,High school,NA,Prefer not to answer,Wellbeing refers to the overall health of a person's mental and physical states. ,"Family,Happiness,Safety",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,No,NA,Yes,Mindfulness means being aware of one's surroundings and how one's actions can affect others.,Stress is a state of being where you are worried about the outcome of certain events. ,"'- I expect to become more aware of my feelings and better understand them
- I expect to be able to practice mindfulness more effectively in a way that benefits both myself and others.

No, I do not have any concerns.",38,3,35,84,42,47,22,5,77,20,29,35,4,15,3,9,6,9,9,46,14,6,7,7,12,15,15,11,27,32,21,50,6912,4390,10/1/2023,Domain,1
237,17,Female,NA,Gay/Lesbian,NA,Single/never been married,Mixed,NA,United States of America,Yes,Islam,NA,High school,NA,Prefer not to answer,Wellbeing refers to how healthy you feel mentally ,"Mental Health,Character and Virtue,Safety",NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,No,NA,Yes,"Mindfulness means to be one with yourself, feeling a connection with who you are and your feelings rather than distant.","Stress means when your feelings over take you, making you feel strong negative emotions. ",I feel i could have some benefits on controlling my stress and feeling less heavy about my emotions. I have not many concerns.,48,3,20,85,34,41,37,4,54,19,31,35,3,10,7,7,6,9,6,37,12,6,6,4,9,14,9,6,22,25,16,38,3020,6061,10/1/2023,Choice,1
239,18,Female,NA,Straight,NA,Married or domestic partnership,Caucasian/White,NA,Canada ,Yes,Christianity,NA,High school,NA,"Less than $20,000",taking care of our selves and prioritizing our self care ,"Happiness,Life Satisfaction,Employment",1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Yes,Love,No,"Meditation, peace, relaxation, self care and being peaceful","Worry, anger, procrastination, fear, scared about not having enough time",Learning how to take better care of myself and getting better and being mindful,51,3,41,49,23,43,28,5,64,22,11,16,2,20,4,6,4,8,9,44,14,13,7,5,5,10,11,15,29,16,23,56,6117,7204,10/1/2023,Choice,1
242,17,Female,NA,Gay/Lesbian,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,"$50,000 to $74,999",I define wellbeing as a personal sense of satisfaction and how well you're meeting that sense of satisfaction,"Happiness,Character and Virtue,Life Satisfaction",1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,To me mindfulness is a strong awareness and reflection on the inner self/thoughts/feelings/senses from a non-judgemental/productive perspective.,Persistent worrying/nervousness about things outside of yourself that you can't/don't know/struggle to deal with.,"Hopefully the techniques will be easy to pick up on, and if I feel like they work for me I'll probably remember and use them after the study.",39,3,36,52,38,38,23,6,74,23,15,14,4,13,6,9,6,8,6,52,12,14,10,7,9,11,13,14,25,23,7,45,9790,7210,10/2/2023,Choice,1
244,17,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,Christianity,NA,High school,NA,"$150,000 to $199,999","The term ""Wellbeing"", to me, means an internal sense of good and content.","Life Satisfaction,Physical Health,Safety",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No,NA,No,"The term ""mindfulness"" describes the ability to be self aware of your feelings.","To me, ""stress"" describes an overwhelming feeling of emotions in which you feel discouraged and overwhelmed. ","Out of this training, I expect to be more in tune with my self-awareness and my control over my own life.",47,3,28,76,22,44,35,4,50,33,20,23,1,11,6,6,5,7,7,40,9,8,8,7,8,12,10,12,16,18,21,37,2764,7213,10/2/2023,Domain,1
250,18,Female,NA,Straight,NA,Single/never been married,Hispanic,NA,Canada,Yes,Christianity,NA,High school,NA,"$20,000 to $34,999",Wellbeing means that you're healthy and in a good body condition. I would define it as someone who is well mentally and physically,"Happiness,Life Satisfaction,Meaning  and Purpose of Life",1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Mindfullness means to be aware of everything and to be relaxed and content.,stress is something that is putting presure on you and you can't control it and it keeps building up and you get frustrated until you can't handle it. (feels like you're drowining and can't get out),good ways to help myself control the stress i've been building up throughout the school year,64,3,22,43,28,31,39,3,50,13,11,19,3,3,5,7,3,9,8,32,10,5,5,3,9,9,3,9,12,24,14,25,6102,5254,10/2/2023,Domain,1
252,18,Female,NA,Straight,NA,Prefer not to answer,East Asian,NA,Canada,Yes,Buddhism,NA,High school,NA,Prefer not to answer,"One's state in life, whether its their physical, emotional, spiritual etc. Its a term that should be bought up more often as i believe it is an important subject that some people may find uncomfortable, which it shouldnt.","Financial and Material Stability,Close Social Relationships,Meaning  and Purpose of Life",NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,the term mindfulness means to be self aware or more conscious of things in the moment. truely thinking about thing as they happen and throughly thinking about them. ,the therm stress means to be uncomfortable with certain circumstances and to feel like things are messy and out of control. it feels like tension in one's mind that simply cant be removed. ,some benefits from this training in which i expect in to be more mindful myself in the reality. considering things and events in the moment. i feel that i will learn a lot about myself and ways to benefit my wellbeing,64,3,19,69,24,31,37,4,43,22,19,28,4,9,6,7,4,7,5,43,9,6,10,9,9,12,8,9,14,30,10,26,6268,6334,10/2/2023,Domain,1
254,18,Female,NA,Straight,NA,Single/never been married,East Asian,NA,China,No,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,Feeling comfortable about life. Being able to deal with daily questions ,"Spirituality,Meaning  and Purpose of Life,Physical Health",NA,NA,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,NA,Yes,Being able to self-reflect. Continuous improve some skills and avoid making the same mistake again,Thinking too much about something without doing anything,"Being able to regulate my feeling and avoid being stress, become productive ",45,3,28,67,31,36,18,6,59,24,24,19,4,16,6,6,8,6,6,56,11,12,12,11,10,13,12,11,29,21,23,56,8184,5455,10/2/2023,Choice,1
257,17,Male,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,"$100,000 to $149,999",Wellbeing is a combination of your mental and physical health,"Life Satisfaction,Family,Close Social Relationships",NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,No,NA,Yes,"To me, mindfulness means being aware of your thoughts and actions, and how they are effecting others","To me, stress refers to the feeling of anxiety or panic that can be caused from uncertainty or instability of a situation","I expect to gain the benefits of becoming more mindful, and learning how to better assess my emotions and feelings to change the daily behaviors that might be having a negative impact",21,3,30,82,39,28,17,6,69,20,31,31,1,18,6,4,8,8,4,58,10,11,10,13,14,14,10,6,29,23,7,48,4005,7156,10/2/2023,Choice,1
259,18,Female,NA,Prefer not to answer,NA,Single/never been married,Caucasian/White,NA,Ukraine,Yes,Christianity,NA,High school,NA,"$75,000 to $99,999","the feeling of being comfortable, happy and healthy, both in the physical and mental sense","Happiness,Physical Health,Financial and Material Stability",1,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Being consciously aware of your own body and feelings in the present moment,A reaction to when things don't go the way I want them to,Learn to let things go when they are out of my control,52,3,22,37,28,23,31,4,50,12,11,14,2,8,7,4,6,7,6,34,10,4,7,5,8,8,9,4,9,21,9,33,5276,3820,10/2/2023,Choice,1
263,17,Male,NA,Straight,NA,Single/never been married,South Asian,NA,United States of America,Yes,Buddhism,NA,High school,NA,"$150,000 to $199,999","Wellbeing, to me, means a combination of my satisfaction of life, mental and physical states, and the amount of prosperity I am experiencing at the moment.","Life Satisfaction,Physical Health,Happiness",3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,"Peace, calmness, and being in touch with one's self.","A number of feelings that come due to unexpected issues, inability to resolve things, and other things that hurt you mentally.","I don't expect to get many benefits, though I also don't have any concerns.",40,3,28,65,25,31,21,6,53,23,30,12,1,15,7,9,5,3,4,43,10,7,7,8,11,12,13,7,26,20,9,39,2456,3364,10/3/2023,Choice,1
264,18,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,Christianity,NA,High school,NA,"$150,000 to $199,999",“Well-being” to me means responding to what your mind and body need. Being happy and feeling fulfilled. ,"Physical Health,Close Social Relationships,Mental Health",NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,‘Mindfulness’ to me means checking in on and maintaining what the body needs. It also means being happy.,“Stress” means feeling overwhelmed and worrying about something. ," I expect to have learned healthier ways to cope with stress, and learn more about my own thoughts and emotions, and how mindfulness will help with that. I do not have any concerns about doing this training.  ",51,3,26,52,39,31,24,4,65,21,11,20,3,13,5,9,5,10,9,46,11,12,8,6,9,15,14,15,22,24,15,52,7994,5650,10/3/2023,Domain,1
265,19,Female,NA,Bisexual,NA,Single/never been married,Hispanic,NA,Canada,Yes,Other religious affiliation,catholic,High school,NA,"$100,000 to $149,999",how positive somebody's mind is on a personal scale.,"Happiness,Family,Mental Health",1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,No,NA,Yes,It is to give self-care to your mind and calm it down.,Heavy overload of negative emotions brought on by the outside world.,I expect to be able to learn strategies to cope with my stress and better my routines in doing so.,51,3,31,44,18,25,42,5,49,10,22,12,1,9,8,9,7,8,6,44,5,13,6,12,8,14,9,15,22,29,15,50,5990,7243,10/3/2023,Domain,1
267,17,Female,NA,Straight,NA,Single/never been married,Southeast Asian,NA,Thailand,Yes,Buddhism,NA,High school,NA,"$100,000 to $149,999",Wellbeing to me me is about the state of a person. If they are happy or sad. It also can refer to their mental health and health in general.,"Family,Happiness,Close Social Relationships",2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,No,NA,Yes,Mindfulness to me means how caring and understanding a person can be to others. If they can be mindful of something it means they are looking out or things that could have a negative affect.,Stress means when there are a lot of things piling up in your life that you have to deal with which can be very overwhelming. Stress is most likely when students have loads of homework and need to catch up on reading before tests. ,Some benefits I hope to get out of this training is to be more open about my wellbeing and how I view life as an individual.,46,3,32,65,38,35,37,6,70,23,21,21,5,16,5,9,6,8,7,43,10,10,8,8,7,13,11,12,28,27,37,47,7787,5524,10/3/2023,Choice,1
270,20,Female,NA,Prefer not to answer,NA,Single/never been married,East Asian,NA,Thailand,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,"A person's state of mental and physical health, but mostly referring to it positively ","Meaning  and Purpose of Life,Financial and Material Stability,Safety",NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,3,No,NA,Yes,I think mindfulness to me means being self-aware of yourself. To be mindful is to be aware of how you are at the very moment and how to block off stress / always improve youself.,Stress to me is the mental burden that comes with feelings or circumstances that can put myself in a place of worry or dissatisfaction.,I don't think I expect any benefits to get out of this training but I am open-minded that there is a likelihood I may benefit. I do not have any concerns. ,44,3,15,76,22,29,38,3,37,27,33,16,4,4,5,2,5,6,7,53,13,11,10,7,12,5,5,5,8,35,8,26,9753,3508,10/3/2023,Choice,1
271,17,Female,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Iraq,No,Islam,NA,High school,NA,Prefer not to answer,"Wellbeing is a combination of how a person feels physically, mentally, emotionally. Also, their happiness and satisfaction","Life Satisfaction,Family,Physical Health",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,No,NA,Yes,it means paying deliberate and non-judgemental attention to the present moment. nIt involves being engaged in the things you like and living a peaceful life,Stress is challenging and threatening and happens in a slot of situations. Stress can have negative impacts on our mental and physical health. ,"I expect they will help in reducing stress, anxiety, and increase self esteem. A concern I have is that I will lose focus and not pay attention to the training",39,3,30,84,33,33,16,6,63,33,29,22,3,18,6,5,6,3,6,50,10,7,10,14,9,11,10,9,25,26,19,50,2751,5272,10/3/2023,Choice,1
273,19,Female,NA,Gay/Lesbian,NA,Single/never been married,East Asian,NA,Taiwan,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,Mental and physical health/general wellness - having good wellbeing is to not be in active suffering,"Safety,Character and Virtue,Happiness",3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,No,Being actively aware of ones mindset/feelings/emotions/opinions,external or internal pressure factors that causes mental distress most of the time,I'm entirely unsure of what I'm expecting to get out of this training. I have no concerns about doing this training.,61,3,24,51,15,35,46,3,39,25,10,16,1,12,3,4,6,10,9,41,13,14,5,3,6,4,7,12,5,35,17,23,9671,5317,10/3/2023,Choice,1
275,18,Female,NA,Straight,NA,Single/never been married,East Asian,NA,Hong Kong,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,"looking after myself spiritually, mentally and physically","Physical Health,Close Social Relationships,Meaning  and Purpose of Life",NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Mindfulness means looking after myself physicall and mentally, listening to my body when i need rest and when i'm tried. It means being patient with myself present with my emotions",Stress means something that takes my energy and takes a physical and mental toll on me. It's something I worry about and something that holds me back from going towards my goals,Understand myself more and how mindfulness can help me individually.,36,3,39,70,34,37,29,5,73,24,17,29,5,12,2,8,8,8,10,48,10,9,10,7,12,14,12,12,26,33,25,48,7126,5476,10/3/2023,Choice,1
281,17,Not listed above,nonbinary,Bisexual,NA,Single/never been married,South Asian,NA,Canada,Yes,Prefer not to answer,NA,High school,NA,Prefer not to answer,Wellbeing to me refers a persons mental and physical health at the time being. ,"Mental Health,Close Social Relationships,Life Satisfaction",NA,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Mindfulness means being aware of your own thoughts, sensations, and emotions. To be mindful is to be aware of these things and not live life on auto-pilot. ",I relate stress to school and decision-making. Stress to me means feeling overwhelmed and incapable of fixing or getting through the situation at hand. ,"I expect to be even more aware of my mind and physical body as I complete mundane tasks. I already enjoy thinking and observing things, so I expect to do more of that. ",36,3,32,58,25,30,19,5,57,12,29,17,2,13,7,9,5,5,5,54,13,10,7,12,12,11,12,9,10,11,23,32,6542,6280,10/4/2023,Choice,1
289,17,Female,NA,Prefer not to answer,NA,Single/never been married,South Asian,NA,Canada,Yes,Hinduism,NA,High school,NA,Prefer not to answer,experiencing happiness and feeling good about all aspects of ones self ,"Happiness,Mental Health,Close Social Relationships",1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Being aware of your body without being lost in your thoughts. ,Stress occurs when one has an overwhelming feeling from situations in their life that effects them physically and mentally ,I expect that I will be exposed to a new way of thinking about mindfulness and wellbeing that will add onto my understanding of it. I have no concerns about this survey.,47,3,26,56,13,26,19,4,39,19,20,17,1,7,3,8,4,7,8,41,7,8,10,9,7,8,8,7,6,12,6,28,4428,4279,10/9/2023,Choice,1
291,17,Female,NA,Prefer not to answer,NA,Single/never been married,Mixed,NA,Canada ,Yes,Christianity,NA,High school,NA,"$200,000 or more",Being okay and at peace with the person you are in the present and being open to growth and keeping yourself healthy and lively. ,"Family,Mental Health,Education",NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,Yes,"Eating habits, sunshine ",Yes,Understanding your actions and emotions in a way that you are able to reflect on your decisions and pin point your goals.,"Being overwhelmed with tasks, feeling uncomfortable or not worthy enough to succeed. ",Hopefully a sense of calm when it comes to doing things where I’m uncertain of the outcome ,54,3,30,55,36,44,32,4,66,17,18,20,3,11,7,7,10,5,9,49,13,12,9,6,9,10,5,13,23,25,22,48,5202,7138,10/9/2023,Choice,1
292,19,Female,NA,Straight,NA,Single/never been married,Caribbean,NA,Canada,Yes,Hinduism,NA,High school,NA,"$50,000 to $74,999","Wellbeing to me mean taking care of yourself and watching you grow and evolve your thinking, behaviours, attitudes, emotional responses, etc.","Life Satisfaction,Family,Safety",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,No,NA,No,Mindfulness to me means taking care of your mental health and checking up on yourself with how to cope with situations,Stress to me means any event/concept that causes me to feel worried or anxiety,"I think that I expect just any positive outcomes from this training, like gaining more of a grounded sense of self ",44,3,36,67,34,39,13,4,70,24,17,26,2,12,10,8,5,8,6,35,11,5,6,10,3,14,11,13,22,29,18,41,3118,6598,10/10/2023,Choice,1
295,18,Male,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Canada,Yes,Islam,NA,High school,NA,Prefer not to answer,Wellbeing to me means how satisfied one is with their life,"Spirituality,Meaning  and Purpose of Life,Life Satisfaction",NA,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Yes,N/A,Yes,Mindfulness to me means being more aware and present rather than being stuck in your thoughts,Stress to me means the feeling of worry and sadness over unpleasant situations or things,I hope and expect for the benefit of being able to be present when doing something and not eg. making scenerios or being stuck in your thoughts. I have no concerns about this training.,37,3,33,68,32,34,26,6,65,17,25,26,2,20,4,8,7,5,6,47,9,10,8,9,11,13,14,12,35,15,24,48,6996,3754,10/15/2023,Choice,1
296,20,Female,NA,Straight,NA,Single/never been married,South Asian,NA,Canada ,Yes,Islam,NA,High school,NA,"$100,000 to $149,999","Wellbeing to me means to have a concious and aware sense of self, in which you are happy and secure within an environment or yourself. ","Happiness,Character and Virtue,Family",1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,No,NA,Yes,"Being mindful, means to be aware in regards to surroundings, and who we interact with ","Stress is something that causes tension and worry, from a particular act or situation.","Some benefits from this training I will be expecting are, getting the chance to decompress while doing these mindful techniques. I personally do not have any concerns, as over the following week I am expecting a positive outcome from this study. ",44,3,41,83,42,39,27,6,83,30,35,18,6,20,6,9,8,3,8,47,5,13,10,9,10,15,12,13,34,20,19,56,1632,3766,10/16/2023,Choice,1
300,17,Female,NA,Bisexual,NA,Single/never been married,East Asian,NA,Taiwan ,No,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,Being in a positive state like being healthy or in a positive mood ,"Happiness,Physical Health,Mental Health",1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Being focus on yourself including conscious and awareness ,A state that is caused by the worry a person have for a certain thing ,"Being able to deal stress better, and being calmer when handling difficult situations ",42,3,32,54,24,30,24,4,56,14,18,22,1,16,6,7,4,7,6,34,6,6,7,7,8,11,12,13,12,24,4,26,5621,6436,10/18/2023,Domain,1
302,19,Female,NA,Other,Pansexual,Single/never been married,Southeast Asian,NA,Philippines ,Yes,Prefer not to answer,NA,High school,NA,Prefer not to answer,"Wellbeing is the state of one's mental, emotional, and physical health factors. It talks about the level of comfort, security, and joy one individual is in. ","Meaning  and Purpose of Life,Mental Health,Financial and Material Stability",NA,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Mindfulness is one's awareness or their quality of awareness of their thoughts, emotions, and feelings, and how a person acts on towards certain emotions. As well as their ability to control these thoughts to achieve peace as their end goal. ","Stress is the body's reaction to sudden changes in routine that cause worry or mental tension. Whether it be emotional, physical, or mental.  ",understanding and being able to practice better mindfulness ,40,3,28,93,36,43,26,6,64,29,29,35,3,18,7,8,8,5,7,53,12,12,9,12,8,8,10,15,27,21,35,46,7559,3622,10/18/2023,Domain,1
303,19,Female,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Turkey,No,Islam,NA,High school,NA,Prefer not to answer,Wellbeing means having more joy in your life than worries. Wellbeing occurs when you worries don't take over your purpose in life. ,"Physical Health,Mental Health,Life Satisfaction",NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,self love,No,mindfulness means being able to listen to my bodily and spiritual sounds without being distracted by the real world. ,it means that I am unable to process the things that are happening without worrying or getting anxious about them.,It might help when I encounter small problems in my life. But I don't think it would help solve more important or intense worries. ,45,3,31,58,26,21,23,4,57,31,14,13,1,9,3,10,8,8,7,41,9,6,12,5,9,8,6,4,18,28,10,29,4364,7291,10/18/2023,Domain,1
307,19,Female,NA,Straight,NA,Single/never been married,South Asian,NA,India,No,Sikhism,NA,High school,NA,"$150,000 to $199,999",Wellbeing is the physical and mental fitness of a person in their life.,"Mental Health,Physical Health,Financial and Material Stability",NA,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Yes,Nature,Yes,Awareness of your mental thinking such as emotions.,Worry about physical or mental capabilities/challenges,More mental stability and an increase to overall wellbeing. I have no concerns.,52,3,30,58,29,23,27,3,59,16,24,18,2,8,5,5,7,4,4,49,12,7,9,10,11,12,10,12,21,30,2,30,8282,7258,10/18/2023,Domain,1
309,17,Female,NA,Bisexual,NA,Single/never been married,Native Canadian,NA,canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,"$150,000 to $199,999","The term wellbeing can mean many things, i typically think of physical or mental wellbing and i very rarely refer to spiritual wellbeing. spirtual is how connected you fell to a high power or beleif, and how you think it impacts your life. physical is literal and means the organs well being in your body and how well your taking care of yourself with diet and exercise. mental wellbeing it also straight forwardwith how a person is feeling mentally weather they are suffering from a mental illness like depression or schizophrenia or if they just feel neutral and happy in their day to day life.","Family,Close Social Relationships,Mental Health",NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,Yes,personal satisfaction and rewards,Yes,to stop and feel a connection between your mind and how you understand your own emotions and thought.,when your under pressure and worry or anxiety caused by something or a thought you have.,"i dont expect many benefits, and i have no concerns with the study
",34,3,38,97,21,47,35,5,59,33,33,31,3,20,6,3,8,6,7,54,15,14,3,9,13,13,15,15,13,6,39,45,7248,3361,10/18/2023,Domain,1
