,AuthId,Catch_01,Catch_02,Catch_03,Decenter_01,Decenter_02,Decenter_03,Decenter_04,Decenter_05,Decenter_06,Decenter_07,Decenter_08,Decenter_09,Decenter_10,Decenter_11,Decenter_12,Decenter_13,Decenter_14,Decenter_15,Decenter_total,Domain1,Domain2,Domain3,Domain4,Domain5,FFMQ_01,FFMQ_02,FFMQ_03,FFMQ_04,FFMQ_05,FFMQ_06,FFMQ_07,FFMQ_08,FFMQ_09,FFMQ_10,FFMQ_11,FFMQ_12,FFMQ_13,FFMQ_14,FFMQ_15,FFMQ_ActingwAwareness,FFMQ_Describing,FFMQ_NonJudging,FFMQ_NonReactivity,FFMQ_Observing,FFMQ_total,FirstGeneration,PSS_01,PSS_02,PSS_03,PSS_04,PSS_05,PSS_06,PSS_07,PSS_08,PSS_09,PSS_10,PSS_total,PersonalWB_01,PersonalWB_02,PersonalWB_03,PersonalWB_04,PersonalWB_05,PersonalWB_06,PersonalWB_07,PersonalWB_08,PersonalWB_09,PersonalWB_10,PersonalWB_11,PersonalWB_Anger,PersonalWB_Anxiety,PersonalWB_Happiness,PersonalWB_SWLS,PersonalWB_Sadness,Reappraisal_01,Reappraisal_02,Reappraisal_03,Reappraisal_04,Reappraisal_05,Reappraisal_06,Reappraisal_07,Reappraisal_08,Reappraisal_09,Reappraisal_10,Reappraisal_11,Reappraisal_12,Reappraisal_13,Reappraisal_14,Reappraisal_15,Reappraisal_16,Reappraisal_17,Reappraisal_CFI,Reappraisal_ERQ,Reappraisal_SRI,Reappraisal_total,SMM_01,SMM_02,SMM_03,SMM_04,SMM_05,SMM_06,SMM_07,SMM_08,SMM_total,SexualOrientation,SocialDomains_total,SocialWB_01,SocialWB_02,SocialWB_03,SocialWB_04,SocialWB_05,SocialWB_06,SocialWB_07,SocialWB_08,SocialWB_09,SocialWB_10,TestAnxiety_01,TestAnxiety_02,TestAnxiety_03,TestAnxiety_04,TestAnxiety_05,TestAnxiety_06,TestAnxiety_07,TestAnxiety_08,TestAnxiety_09,TestAnxiety_10,TestAnxiety_11,TestAnxiety_12,TestAnxiety_13,TestAnxiety_14,TestAnxiety_15,TestAnxiety_16,TestAnxiety_17,TestAnxiety_18,TestAnxiety_19,TestAnxiety_20,TestAnxiety_21,TestAnxiety_numberoftest,TestAnxiety_total,Time,YearofStudy,CatchSum,CorrectID
153,qxqd1YAUZ1UHo2Unj70oIf6kR6d2,1,0,1,3,4,3,4,1,2,2,3,2,3,4,2,3,3,3,42,2,5,9,8,3,4,1,3,3,3,3,1,3,3,2,4,1,3,1,2,9,3,7,7,11,37,No,3,4,4,2,3,4,2,3,2,3,30,1,1,1,5,4,6,6,4,7,6,5,12,11,8,3,12,4,5,5,4,5,5,6,6,6,6,6,4,2,2,5,1,3,30,28,17,75,3,0,0,0,0,0,0,2,5,Heterosexual or Straight,27,2,0,5,0,6,3,4,4,3,0,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,29,1,Second year,2,45171
154,r5vjNgJVSjPHdghPx8IR9GGjub62,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,40,14,14,12,16,13,3,2,3,3,3,3,2,3,4,3,4,2,3,4,3,9,6,11,9,10,45,Yes,2,3,3,2,2,3,2,2,2,2,23,4,4,5,3,4,5,5,5,5,3,4,8,9,9,13,8,6,6,5,6,6,6,6,5,6,5,5,3,4,4,3,3,3,27,35,20,82,1,3,2,1,1,1,1,2,12,Heterosexual or Straight,69,7,7,8,6,5,7,9,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,25,1,Second year,3,45128
155,rMUnh8Rb1ggeaq08wegkkMZK9GJ2,1,1,1,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,54,19,18,20,18,18,4,4,4,4,3,4,4,3,5,3,4,4,3,4,3,10,12,13,9,12,56,No,1,1,1,0,1,1,1,1,0,0,7,7,7,7,1,6,2,3,6,2,1,2,3,5,12,21,3,7,7,6,6,7,6,7,6,7,7,7,5,5,5,3,1,1,34,39,20,93,3,3,2,2,2,2,2,2,18,Heterosexual or Straight,93,10,9,9,9,10,10,9,9,9,9,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,0,28,1,First year,3,45521
156,rVMy8EKTGSRlRTCGE2L5GHv1dG42,1,1,1,4,3,5,4,3,2,3,4,1,3,2,3,2,5,3,47,11,5,12,18,15,1,4,1,1,4,1,3,1,2,2,1,5,1,2,2,3,12,5,8,3,31,No,2,3,4,2,2,4,2,2,4,4,29,3,6,4,3,5,6,5,4,7,6,5,10,10,9,13,12,5,6,6,6,6,7,6,5,7,5,6,4,4,3,3,2,2,29,36,18,83,2,3,1,4,2,1,2,2,17,Bisexual,61,6,5,2,3,7,5,8,10,8,7,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,27,1,First year,3,45410
157,rdki5DVMG9Me1o9evyEvYYB9H9p1,1,1,1,5,5,4,4,5,3,3,2,2,2,3,4,3,4,3,52,17,16,17,17,18,3,4,3,5,5,3,4,3,4,2,3,3,4,5,4,10,11,14,11,9,55,No,0,0,2,1,1,1,0,1,0,0,6,6,7,7,2,7,3,2,7,2,1,4,4,6,14,20,4,7,7,7,7,7,7,6,7,6,7,7,4,5,5,5,5,5,33,42,29,104,1,4,3,4,3,1,1,1,18,Heterosexual or Straight,85,10,7,8,8,7,10,8,9,10,8,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,0,33,1,First year,3,45483
158,rwGMX5zNDcdKx0mlSF9vd0x3Hwx1,1,1,1,5,5,5,4,4,4,4,3,4,3,3,3,4,4,4,59,15,18,19,14,20,5,4,4,5,4,3,3,4,4,5,5,1,3,5,3,11,8,14,12,13,58,No,3,3,3,2,2,3,1,2,2,1,22,5,7,7,3,6,6,4,6,5,1,6,8,10,12,19,7,7,5,7,5,6,5,7,7,7,6,7,3,3,3,3,2,2,34,35,16,85,2,3,3,3,3,0,2,2,18,Heterosexual or Straight,86,8,7,8,10,9,10,9,5,10,10,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,26,1,First year,3,45411
159,sJpzeNhxDigIvwXFwkqbPjZmdRt1,1,1,1,4,2,2,2,2,2,2,2,3,2,3,2,2,2,2,34,10,10,8,7,6,3,3,2,2,2,2,3,3,4,2,3,2,3,4,2,8,8,10,6,8,40,No,3,3,3,2,3,3,3,4,2,3,29,2,4,3,4,3,5,6,4,5,3,6,9,12,7,9,8,3,3,3,2,4,4,6,6,6,6,6,4,4,4,2,2,2,30,19,18,67,2,0,1,1,1,1,1,1,8,Heterosexual or Straight,41,4,6,6,4,6,2,4,3,3,3,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,30,1,Second year,3,45188
160,sRTg7lvEm8apwx65JNJ4gkKw7iw2,1,1,1,3,4,4,3,4,3,2,2,3,2,4,2,2,2,2,42,12,7,10,5,13,4,3,2,1,3,5,3,5,3,2,4,2,2,2,1,9,8,6,6,13,42,No,2,3,4,2,2,2,1,2,2,2,22,2,5,4,4,4,4,4,4,4,4,4,8,8,8,11,8,3,2,2,3,3,2,5,5,4,5,5,4,4,4,4,4,4,24,15,24,63,3,3,1,3,3,1,3,3,20,Heterosexual or Straight,47,6,6,2,5,7,3,3,2,7,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,24,1,First year,3,45563
161,sdG6J0VXIkMtpbxdCuLbCjnrMeM2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,2,2,2,24,7,5,0,8,9,2,2,1,1,2,2,2,5,2,2,2,2,2,1,2,8,6,4,6,6,30,No,4,4,4,3,3,4,3,3,4,4,36,1,4,1,6,3,7,7,4,6,7,7,12,14,7,6,14,2,2,5,5,4,5,3,4,3,4,3,1,1,2,2,3,5,17,23,14,54,0,0,0,0,0,0,0,0,0,Gay,29,2,5,4,1,0,0,5,3,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,22,1,First year,3,45523
162,snfnZqWR4SWseRDpEttAogFaTez2,1,1,1,4,3,2,3,3,2,1,3,2,2,5,2,2,3,3,40,3,2,3,4,0,5,1,2,2,2,2,2,1,2,3,4,2,2,2,2,5,5,6,7,11,34,Yes,4,4,4,1,4,4,3,2,4,4,34,1,1,1,6,4,7,7,4,7,7,6,13,13,8,3,14,6,5,5,4,4,4,6,6,5,5,5,4,4,3,3,4,5,27,28,23,78,3,3,1,2,2,1,3,2,17,Bisexual,12,3,0,0,2,3,0,1,3,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,24,1,First year,3,45312
163,syoiDqoGZ4UjUtYwmuNyglvhaEq2,1,1,1,3,2,4,3,3,2,2,2,2,2,3,2,4,4,3,41,9,10,14,12,3,3,2,1,2,3,4,1,2,4,3,3,2,1,2,3,4,5,8,9,10,36,No,4,2,4,3,4,4,3,4,3,3,34,4,6,6,5,4,5,5,4,5,5,6,10,11,8,16,10,7,5,6,5,5,5,5,3,5,3,5,3,3,4,4,2,2,21,33,18,72,2,3,0,2,1,0,1,2,11,Heterosexual or Straight,48,5,4,7,3,6,8,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,4,26,1,First year,3,45549
164,tEaXOYu6njXDU4PhoLKaAIhY4Cf2,1,1,1,5,5,4,3,3,4,5,4,3,4,2,3,2,3,3,53,20,19,18,10,17,5,4,3,3,3,3,4,4,3,2,5,4,4,4,2,11,12,10,7,13,53,No,1,0,1,1,0,1,0,0,0,0,4,6,7,7,1,7,2,2,7,1,1,2,2,4,14,20,3,7,6,4,5,6,6,7,7,5,7,5,4,5,5,3,2,2,31,34,21,86,2,2,1,1,1,2,1,2,12,Bisexual,84,10,10,10,9,10,8,10,0,9,8,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,0,32,1,First year,3,45133
165,tLjibIMo3OOAPhSYxPiEGzBeipg2,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,46,8,8,8,9,8,3,3,3,4,3,3,2,3,3,3,4,3,2,3,3,8,8,10,9,10,45,Yes,3,3,3,2,2,2,2,2,2,2,23,4,4,4,4,5,4,6,5,4,4,5,8,11,10,12,8,5,5,5,5,5,5,6,6,6,6,5,3,4,4,3,3,3,29,30,20,79,2,2,2,3,1,2,2,2,16,Heterosexual or Straight,41,4,4,4,4,4,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,1,Second year,3,45127
166,teoa4a4QZEURysWpYu996dKVes03,1,1,1,3,2,3,2,2,3,4,2,4,3,3,3,2,3,2,41,9,7,8,12,8,4,2,2,1,2,2,2,3,2,3,3,2,3,3,2,8,6,6,7,9,36,No,2,1,3,2,2,2,2,2,2,3,21,6,6,6,4,3,5,6,5,5,5,4,9,10,8,18,10,5,3,2,5,4,3,5,3,3,5,3,4,4,4,2,2,2,19,22,18,59,1,3,1,4,0,1,2,0,12,Heterosexual or Straight,44,4,5,4,3,6,2,8,4,5,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,25,1,First year,3,45515
167,u4r5VeRaMPQkfSkVU3v6N8H5tVK2,1,1,1,2,2,2,1,2,3,3,4,2,3,3,2,2,4,2,37,7,5,4,9,20,1,2,3,3,4,1,2,5,3,2,2,1,5,2,2,13,5,8,8,4,38,No,4,4,4,3,4,3,2,4,4,4,36,2,1,2,1,4,6,7,3,5,4,7,6,14,7,5,10,5,3,1,3,3,2,5,2,3,1,1,3,2,2,2,2,4,12,17,15,44,2,3,1,0,1,0,0,2,9,Heterosexual or Straight,45,4,3,5,0,4,0,6,3,10,10,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,4,27,1,First year,3,45360
168,uKlK7WIb35gy3fohkDYd5FFiqTQ2,1,1,1,3,4,3,3,2,3,4,3,4,4,3,3,2,2,2,45,6,7,4,3,11,4,3,2,2,3,3,2,2,2,3,4,2,2,2,3,6,7,6,9,11,39,Yes,3,4,4,2,3,4,2,4,3,4,33,2,3,3,5,3,6,7,2,5,6,5,10,12,5,8,12,3,5,6,5,3,5,6,4,5,5,5,3,3,3,4,2,5,25,27,20,72,1,2,1,1,2,1,1,2,11,Bisexual,31,2,4,4,3,3,1,3,0,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,21,1,Second year,3,45099
169,ujC3z1hmLtRcYDRKDRiGPtyG1e73,1,1,1,1,1,1,1,1,4,4,3,4,4,5,2,4,4,4,43,11,18,1,2,20,3,1,3,4,2,2,1,5,2,4,5,1,4,5,2,12,3,11,8,10,44,Yes,1,4,3,2,2,3,2,1,1,3,22,6,6,5,2,5,3,5,6,3,2,4,5,9,11,17,5,7,7,4,1,6,3,5,3,6,2,5,4,2,4,4,5,2,21,28,21,70,0,1,0,0,0,1,1,0,3,Heterosexual or Straight,52,3,8,10,8,1,0,0,2,10,10,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,27,1,First year,3,45335
170,uqAxfxPI8RaT5bGbOzkm0tQDfdE2,1,1,1,4,4,4,4,4,5,5,4,4,4,3,4,4,5,4,62,13,17,14,14,15,4,5,4,3,4,5,5,4,3,3,5,5,2,2,4,10,15,8,11,14,58,No,1,1,2,0,2,0,2,1,0,0,9,6,5,5,1,3,5,4,4,4,4,4,5,8,7,16,9,6,5,7,6,5,5,7,7,7,7,7,4,4,4,3,4,4,35,34,23,92,3,4,1,3,1,2,2,2,18,Heterosexual or Straight,73,7,6,10,7,6,8,7,7,5,10,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,38,1,Third year,3,45535
171,uunNzVtOXyV6FCY83ddrbgGJGP93,1,1,1,3,3,3,4,4,3,3,4,3,3,3,4,4,4,4,52,12,7,10,9,8,4,3,2,3,4,4,2,3,3,4,4,3,2,2,4,7,8,8,12,12,47,No,4,3,3,3,2,3,1,2,3,3,27,5,5,6,5,6,4,6,6,5,3,5,10,11,12,16,7,5,5,5,5,5,5,6,6,6,6,6,5,4,4,3,3,2,30,30,21,81,1,3,1,2,2,1,2,2,14,Heterosexual or Straight,46,6,6,3,4,5,5,6,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,23,1,First year,3,46351
172,vOsuvbV0BXgA2uK8TSMIoKwuWsS2,1,1,1,2,1,2,2,1,2,3,2,3,3,3,3,3,3,3,36,7,8,3,7,11,2,1,3,4,3,4,4,3,4,3,1,1,3,4,2,9,6,12,8,7,42,Yes,2,2,3,4,3,2,2,2,2,3,25,2,2,4,3,4,4,5,4,3,5,5,6,10,8,8,9,3,4,4,3,3,3,4,4,4,4,3,2,2,2,3,4,4,19,20,17,56,1,2,1,1,2,1,2,1,11,Heterosexual or Straight,36,3,4,4,4,1,2,3,4,6,5,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,28,1,First year,3,45374
173,vvJb3tP7CScypyJHEKtjss7eVuf2,1,1,1,3,3,2,2,3,2,3,2,2,3,4,3,3,3,3,41,8,12,8,9,12,3,3,2,2,3,2,2,2,2,2,3,3,2,2,2,6,8,6,7,8,35,Yes,3,3,3,3,2,3,2,2,3,4,28,2,6,4,4,4,4,6,5,5,4,6,9,12,9,12,8,5,5,4,3,3,4,5,5,5,4,5,2,3,3,2,2,2,24,24,14,62,3,3,1,3,2,1,2,3,18,Heterosexual or Straight,49,5,3,8,4,4,4,5,4,6,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,22,1,First year,3,45373
174,wHklR7li2zY3iiChaf1fb3S0CxL2,1,1,1,3,2,2,3,4,4,4,3,4,4,3,3,2,4,3,48,13,15,14,9,15,2,4,4,5,3,4,4,2,4,2,4,4,3,2,3,9,12,11,8,10,50,No,2,1,4,2,1,2,3,4,1,2,22,4,6,5,5,3,4,4,6,5,4,6,10,10,9,15,8,3,3,5,4,5,5,6,5,5,5,5,4,4,4,3,2,2,26,25,19,70,3,3,3,3,3,2,3,3,23,Heterosexual or Straight,66,6,7,9,6,8,6,4,5,9,6,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,24,1,Second year,3,45083
175,wLMZHJ3qexQaMTFyqi8uhrL1h3u2,1,1,1,3,3,2,2,3,3,3,4,4,3,4,3,2,2,2,43,17,19,14,18,19,3,4,1,4,2,5,4,3,4,2,3,4,3,4,2,7,12,12,6,11,48,No,1,4,3,1,1,1,3,1,3,2,20,6,7,7,4,5,4,5,5,6,4,7,10,12,10,20,8,5,6,6,6,7,6,6,7,7,6,7,4,4,4,2,2,2,33,36,18,87,3,3,2,3,3,2,3,3,22,Bisexual,87,9,8,10,9,9,5,8,10,10,9,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,30,1,Fifth year and aboce,3,45050
176,wZuhpupz06M25Cm2udzVj6KmTPg2,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,52,18,16,18,18,15,3,2,3,3,4,2,2,3,2,4,4,2,3,3,3,9,6,8,11,9,43,No,1,1,1,1,1,3,1,2,1,0,12,6,6,6,3,6,3,4,6,4,3,4,7,8,12,18,6,6,6,6,7,7,7,6,6,7,7,7,4,4,4,3,3,2,33,39,20,92,2,3,1,2,3,1,1,3,16,Heterosexual or Straight,85,9,9,8,8,9,9,9,9,7,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,22,1,First year,3,45508
177,weX9cV4Ce9QC7NLeIXQDOl7rmSI3,1,1,1,4,4,4,4,3,3,3,3,4,3,3,3,3,2,3,49,12,10,11,14,17,5,4,3,2,3,4,3,3,2,3,4,4,3,3,2,9,11,7,8,13,48,No,4,3,3,2,3,2,2,3,2,3,27,4,5,4,4,3,6,5,4,5,5,6,9,11,7,13,11,4,5,5,4,4,4,7,6,7,6,7,3,2,2,3,4,3,33,26,17,76,2,3,1,1,1,2,2,2,14,Bisexual,64,6,6,5,5,7,4,7,7,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,22,1,Second year,3,45095
178,wuATHQGFxNQEJPqHIeziGXsiQWO2,1,1,1,3,3,2,4,3,4,4,3,5,3,5,2,2,3,3,49,10,10,7,9,10,5,3,3,2,3,5,3,5,1,1,5,3,3,3,2,11,9,6,6,15,47,Yes,1,4,3,3,3,1,2,2,1,1,21,2,2,3,2,4,6,6,5,3,4,6,5,12,9,7,10,5,5,6,5,6,5,7,7,7,7,6,4,5,4,1,1,1,34,32,16,82,2,3,2,3,3,2,1,2,18,Heterosexual or Straight,46,3,7,5,5,4,3,5,4,7,3,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,30,1,Second year,3,46355
179,xEllUyG9AXhFUGbLGaZ39N229m72,1,1,1,4,5,3,4,4,3,2,3,2,3,3,5,4,4,3,52,7,8,4,4,7,3,5,1,1,4,2,3,2,1,3,3,4,2,3,4,5,12,5,11,8,41,Yes,3,4,3,2,3,2,2,4,2,2,27,3,2,3,1,4,4,5,5,4,2,6,5,11,9,8,6,5,5,7,3,5,3,7,7,7,7,7,3,2,2,2,2,2,35,28,13,76,2,3,1,3,3,1,1,2,16,Heterosexual or Straight,30,3,4,4,4,4,0,0,4,5,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,25,1,First year,3,46376
180,xmWW7TCD8kRT2JrZrRHWTZNiZKs2,1,1,1,5,5,5,5,5,4,5,5,5,5,4,3,4,4,4,68,19,18,16,16,19,4,4,2,4,3,2,2,3,5,3,5,3,3,4,4,8,9,13,10,11,51,No,2,3,2,1,1,1,1,1,1,1,14,6,5,6,4,5,2,3,7,4,2,4,8,7,12,17,4,6,6,5,7,6,6,6,5,6,6,6,4,4,4,2,2,2,29,36,18,83,2,1,1,2,1,1,1,2,11,Heterosexual or Straight,88,10,9,9,9,10,6,8,8,10,9,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,29,1,First year,3,45507
181,xqhmezb9GUgRwiUxQajwJKPvFXo1,1,1,1,2,3,1,2,3,3,4,2,4,3,3,2,2,3,3,40,8,7,8,9,12,3,3,2,3,3,3,3,3,4,2,2,2,2,2,2,7,8,9,7,8,39,No,1,3,4,2,2,4,2,2,1,4,25,4,5,4,3,4,4,5,5,5,5,5,8,10,9,13,9,4,5,3,5,3,5,5,4,4,5,5,3,3,3,4,4,4,23,25,21,69,1,1,0,2,3,0,2,1,10,Heterosexual or Straight,44,4,4,4,3,5,3,4,5,6,6,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,0,27,1,First year,3,45451
182,xtGe5XM3NmVMuDgKNFRzEVtAv0v1,1,1,1,4,3,3,3,3,3,3,3,3,2,3,3,3,4,4,47,13,10,12,13,14,4,2,3,3,4,2,3,3,4,4,3,3,3,3,3,9,8,10,11,9,47,No,1,3,4,2,2,3,1,3,0,3,22,3,3,4,1,4,4,5,5,3,5,6,4,11,9,10,9,5,5,5,5,6,6,6,6,6,5,6,3,4,3,3,3,2,29,32,18,79,2,2,1,1,2,1,1,2,12,Heterosexual or Straight,62,6,7,5,5,6,6,7,6,7,7,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,0,25,1,First year,3,45436
183,xyITpP3GwRPz30w72i3wfn05ygL2,1,1,1,4,4,4,4,4,5,5,3,4,3,3,2,2,3,2,52,5,6,7,15,0,4,2,3,1,4,4,1,2,1,3,4,3,3,1,3,8,6,3,10,12,39,No,4,4,4,2,1,2,2,1,4,1,25,5,5,4,6,5,7,6,6,6,7,6,12,12,11,14,14,6,6,7,7,7,7,4,6,4,7,6,4,3,3,3,5,5,27,40,23,90,2,3,3,3,1,2,2,2,18,Heterosexual or Straight,33,1,4,6,0,5,2,8,7,0,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,3,25,1,First year,3,45538
184,yJylRtO4E5hcM7cknKgUe5qkYrz1,1,1,1,4,2,2,3,2,3,3,4,4,3,4,3,3,3,3,46,11,13,15,13,16,4,4,3,5,3,5,3,4,5,3,4,3,3,5,2,10,10,15,8,13,56,No,3,4,4,1,3,3,3,3,2,3,29,3,2,4,5,4,5,7,4,5,1,6,10,13,8,9,6,3,3,5,4,4,4,6,4,4,6,5,5,4,4,4,4,4,25,23,25,73,1,3,1,4,1,1,1,1,13,Heterosexual or Straight,68,5,6,7,6,5,10,9,4,8,8,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,27,1,First year,3,45146
185,yewHL4hCptMY0SIZYbuWAEzHFbh1,1,1,1,4,4,3,4,4,2,3,2,3,2,4,3,3,4,4,49,7,6,10,11,6,5,3,4,2,3,4,3,5,1,5,5,2,4,2,3,13,8,5,11,14,51,No,4,4,3,2,3,3,0,3,1,2,25,2,4,3,3,3,5,6,2,3,5,6,6,12,5,9,10,4,3,5,5,5,4,7,6,7,6,6,2,2,3,4,2,2,32,26,15,73,3,3,2,2,3,1,2,3,19,Heterosexual or Straight,40,4,3,2,4,5,5,6,5,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,0,24,1,First year,3,45585
186,yuNgGBNiYhg0fTwSdyz9FzGLAQ03,1,1,1,2,2,2,3,2,2,2,3,2,2,3,4,4,3,3,39,12,14,16,15,16,3,3,4,4,3,2,3,3,5,3,3,3,3,3,3,10,9,12,9,8,48,No,2,2,3,2,2,2,2,1,1,2,19,5,6,5,3,6,3,4,5,4,1,5,7,9,11,16,4,5,5,5,5,5,5,6,4,5,4,5,3,4,4,3,3,2,24,30,19,73,3,2,2,1,3,1,3,1,16,Heterosexual or Straight,73,8,4,7,7,8,8,7,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,23,1,First year,3,45550
187,yvsnx0wWUdSE6PeCFRO5jFt6PLJ2,1,1,1,4,4,4,3,3,3,3,3,4,2,3,2,3,3,3,47,16,11,11,14,17,2,3,3,4,3,2,3,3,3,4,4,2,3,2,3,9,8,9,10,8,44,No,3,3,3,2,2,2,2,1,3,2,23,5,5,5,3,4,4,4,5,4,3,5,7,9,9,15,7,6,5,5,5,6,5,6,5,6,5,6,4,4,3,3,3,4,28,32,21,81,2,3,1,1,1,1,1,2,12,Heterosexual or Straight,69,9,7,6,5,5,6,8,6,8,9,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,24,1,Second year,3,45169
188,z41gO2QSKJbMMgrDJpam4UMSBdG2,1,1,1,4,4,4,3,2,3,4,5,4,3,3,3,3,3,4,52,8,8,7,8,9,4,4,3,2,3,5,3,1,3,4,3,3,3,4,4,7,10,9,11,12,49,No,3,3,4,2,2,3,2,3,3,3,28,3,6,5,4,4,5,5,4,3,5,6,7,11,8,14,10,5,4,5,5,6,5,5,6,5,6,6,4,3,3,4,2,3,28,30,19,77,0,3,0,2,1,1,2,1,10,Heterosexual or Straight,40,3,5,6,2,3,4,4,4,6,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,24,1,First year,3,45539
189,zObfpRBtumV5edLM5zJH7UGDp3z1,1,1,1,2,5,5,5,3,2,2,5,2,2,5,4,4,5,5,56,8,0,2,12,13,5,4,1,3,4,5,4,1,5,4,5,3,1,3,3,3,11,11,11,15,51,No,4,4,4,0,3,4,3,3,3,4,32,2,3,4,6,3,3,7,4,4,4,7,10,14,7,9,7,3,6,5,2,2,5,7,7,7,7,7,1,1,1,3,4,5,35,23,15,73,3,0,0,0,0,0,0,0,3,Other,35,3,5,0,0,2,0,2,10,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,23,1,First year,3,45630
190,zi5teaDYs2Mg3VniwHBasB5YpL93,1,1,1,3,5,4,4,4,3,3,3,3,3,4,2,3,2,3,49,8,2,10,15,12,3,4,3,1,2,5,5,4,2,3,5,1,4,4,1,11,10,7,6,13,47,Yes,3,4,4,4,4,4,2,3,3,4,35,4,4,3,5,2,7,6,3,6,6,5,11,11,5,11,13,6,1,1,1,1,1,5,6,4,5,5,3,3,3,3,3,2,25,11,17,53,0,4,0,1,3,0,1,0,9,Heterosexual or Straight,47,3,5,2,0,6,4,7,8,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,22,1,First year,3,45548
191,zym5PILO1Tc6EAjfWwOhmhlbZkE2,1,1,1,4,5,2,2,2,4,3,2,2,2,2,2,2,3,2,39,5,0,6,16,10,2,1,1,2,2,3,1,2,1,2,1,2,3,4,1,6,4,7,5,6,28,No,3,3,3,3,2,3,2,3,2,3,27,3,3,4,5,3,6,6,2,4,6,6,9,12,5,10,12,3,3,3,3,4,3,7,7,3,6,6,2,3,3,1,2,4,29,19,15,63,2,1,1,3,1,1,3,0,12,Heterosexual or Straight,37,4,1,0,0,5,1,9,7,6,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,24,1,First year,3,45362
